Kode Cabang Induk;Cabang Induk;NAMA PERUSAHAAN;JENIS PIPELINE;ESTIMASI PEKERJA
162;KC Banjar;MADRASAH TSANAWIYAH NEGERI 1 PANGANDARAN KABUPATEN PANGANDARAN;Pipeline konsumer;58
162;KC Banjar;MADRASAH TSANAWIYAH NEGERI 2 PANGANDARAN KABUPATEN PANGANDARAN;Pipeline konsumer;45
162;KC Banjar;MADRASAH TSANAWIYAH NEGERI 3 PANGANDARAN KABUPATEN PANGANDARAN;Pipeline konsumer;50
162;KC Banjar;MADRASAH TSANAWIYAH NEGERI 4 PANGANDARAN KABUPATEN PANGANDARAN;Pipeline konsumer;43
162;KC Banjar;POLITEKNIK KELAUTAN DAN PERIKANAN PANGANDARAN (POLTEK KP PANGANDARAN);Pipeline konsumer;31
162;KC Banjar;PT Pecu;Pipeline konsumer;335
162;KC Banjar;UNPAD;Pipeline konsumer;20
162;KC Banjar;BGN Jaya Raya;Pipeline Top 100;50
162;KC Banjar;PT Krisna Beach Hotel;Pipeline Top 100;60
104;KC Ciamis;BADAN NARKOTIKA NASIONAL KABUPATEN CIAMIS;Pipeline konsumer;25
104;KC Ciamis;BALAI PENGELOLAAN HUTAN LESTARI WILAYAH VII CIAMIS;Pipeline konsumer;30
104;KC Ciamis;BPS KABUPATEN PANGANDARAN;Pipeline konsumer;11
104;KC Ciamis;KEJAKSAAN CIAMIS;Pipeline konsumer;89
104;KC Ciamis;KPU KABUPATEN PANGANDARAN;Pipeline konsumer;11
104;KC Ciamis;Lapas Ciamis;Pipeline konsumer;68
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 10 CIAMIS KAB. CIAMIS;Pipeline konsumer;37
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 11 CIAMIS KAB. CIAMIS;Pipeline konsumer;25
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 12 CIAMIS KAB. CIAMIS;Pipeline konsumer;28
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 13 CIAMIS KAB. CIAMIS;Pipeline konsumer;32
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 14 CIAMIS KAB. CIAMIS;Pipeline konsumer;26
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 15 CIAMIS KAB. CIAMIS;Pipeline konsumer;30
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 16 CIAMIS KAB. CIAMIS;Pipeline konsumer;30
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 17 CIAMIS KAB. CIAMIS;Pipeline konsumer;27
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 2 CIAMIS KAB. CIAMIS;Pipeline konsumer;14
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 3 CIAMIS KAB. CIAMIS;Pipeline konsumer;24
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 4 CIAMIS KAB. CIAMIS;Pipeline konsumer;29
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 5 CIAMIS KAB. CIAMIS;Pipeline konsumer;20
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 6 CIAMIS KAB. CIAMIS;Pipeline konsumer;22
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 7 CIAMIS KAB. CIAMIS;Pipeline konsumer;28
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 8 CIAMIS KAB. CIAMIS;Pipeline konsumer;33
104;KC Ciamis;MADRASAH TSANAWIYAH NEGERI 9 CIAMIS KAB. CIAMIS;Pipeline konsumer;29
104;KC Ciamis;P3K PA CIAMIS;Pipeline konsumer;14
104;KC Ciamis;P3K PN CIAMIS;Pipeline konsumer;25
104;KC Ciamis;PENGADILAN AGAMA CIAMIS;Pipeline konsumer;49
104;KC Ciamis;PENGADILAN NEGERI CIAMIS;Pipeline konsumer;37
104;KC Ciamis;PLN;Pipeline konsumer;50
104;KC Ciamis;Universitas Galuh Ciamis;Pipeline konsumer;60
105;KC Cianjur;BADAN ARSIP;Pipeline konsumer;95
105;KC Cianjur;BADAN NARKOTIKA NASIONAL KABUPATEN CIANJUR;Pipeline konsumer;37
105;KC Cianjur;BADAN PUSAT STATISTIK KAB. CIANJUR;Pipeline konsumer;29
105;KC Cianjur;BALAI BESAR PELATIHAN KESEHATAN CILOTO;Pipeline konsumer;79
105;KC Cianjur;BALAI BESAR PENGEMBANGAN PENJAMINAN MUTU PENDIDIKAN VOKASI PERTANIAN;Pipeline konsumer;116
105;KC Cianjur;BALAI BESAR TAMAN NASIONAL GUNUNG GEDE PANGRANGO;Pipeline konsumer;85
105;KC Cianjur;BALAI PENGUJIAN STANDAR INSTRUMEN TANAMAN HIAS;Pipeline konsumer;48
105;KC Cianjur;ISTANA KEPRESIDENAN CIPANAS;Pipeline konsumer;55
105;KC Cianjur;KANTOR IMIGRASI KELAS III NON TPI CIANJUR;Pipeline konsumer;16
105;KC Cianjur;KANTOR KEMENTERIAN AGAMA KAB. CIANJUR;Pipeline konsumer;910
105;KC Cianjur;KANTOR PELAYANAN PAJAK PRATAMA CIANJUR;Pipeline konsumer;44
105;KC Cianjur;Kodim 0608/CJR;Pipeline konsumer;570
105;KC Cianjur;KPU KABUPATEN CIANJUR;Pipeline konsumer;11
105;KC Cianjur;LAPAS CIANJUR;Pipeline konsumer;87
105;KC Cianjur;Lembah hijau;Pipeline konsumer;80
105;KC Cianjur;MEDCO POWER BIO JATROPHA INDONESIA;Pipeline konsumer;21
105;KC Cianjur;MEDCO POWER PEMBANGKIT PUSAKA PARAHIANGAN;Pipeline konsumer;22
105;KC Cianjur;P3K PA Cianjur;Pipeline konsumer;31
105;KC Cianjur;P3K PN Cianjur;Pipeline konsumer;35
105;KC Cianjur;PENGADILAN AGAMA CIANJUR;Pipeline konsumer;43
105;KC Cianjur;PENGADILAN NEGERI CIANJUR;Pipeline konsumer;47
105;KC Cianjur;PT Puo Yuen;Pipeline konsumer;900
105;KC Cianjur;PT Titan;Pipeline konsumer;50
105;KC Cianjur;SEKRETARIAT BAWASLU KABUPATEN CIANJUR;Pipeline konsumer;7
105;KC Cianjur;PT BSK;Pipeline Top 100;300
181;KC Cibadak;Kaminvetcad;Pipeline konsumer;50
181;KC Cibadak;KEJAKSAAN NEGERI CIBADAK;Pipeline konsumer;63
181;KC Cibadak;P3K PA CIBADAK;Pipeline konsumer;26
181;KC Cibadak;P3K PN CIBADAK;Pipeline konsumer;21
181;KC Cibadak;Pengadilan Agama Cibadak;Pipeline konsumer;25
181;KC Cibadak;PENGADILAN NEGERI CIBADAK;Pipeline konsumer;24
181;KC Cibadak;PT JAPFA COOMFEED INDONESIAFARM PBD-JAPFAJAMPANG TENGAH;Pipeline konsumer;33
181;KC Cibadak;PT JAPFA COOMFEED INDONESIAFARM PBD-JAPFAKALAPANUNGGAL;Pipeline konsumer;35
181;KC Cibadak;PT JAPFA COOMFEED INDONESIAFARM PBD-JAPFANAGRAK;Pipeline konsumer;45
181;KC Cibadak;PT JAPFA COOMFEED INDONESIAFARM PBD-JAPFANYALINDUNG;Pipeline konsumer;35
181;KC Cibadak;PT JAPFA COOMFEED INDONESIAFARM PBD-JAPFAPARUNG KUDA;Pipeline konsumer;35
181;KC Cibadak;PT JAPFA COOMFEED INDONESIAHATCHERY PBD-JAPFAHTC. PARUNG KUDA;Pipeline konsumer;30
181;KC Cibadak;PT. Daehan Global Sukabumi;Pipeline konsumer;300
181;KC Cibadak;PELABUHAN PERIKANAN NUSANTARA PELABUHAN RATU;Pipeline konsumer;47
181;KC Cibadak;PT SAMARATU;Pipeline konsumer;150
181;KC Cibadak;UNIT PENYELENGGARA PELABUHAN PELABUHAN RATU;Pipeline konsumer;14
181;KC Cibadak;Yayasan Karya Syandana;Pipeline Top 100;50
181;KC Cibadak;koperasi KBMT;Pipeline Top 100;100
137;KC Cimahi;BADAN NARKOTIKA NASIONAL KOTA CIMAHI;Pipeline konsumer;20
137;KC Cimahi;BADAN PUSAT STATISTIK KOTA CIMAHI;Pipeline konsumer;24
137;KC Cimahi;BALAI BESAR PENGEMBANGAN PENJAMINAN MUTU PENDIDIKAN VOKASI BIDANG MESIN DAN TEKNIK INDUSTRI;Pipeline konsumer;134
137;KC Cimahi;BALAI DIKLAT KEUANGAN CIMAHI;Pipeline konsumer;30
137;KC Cimahi;Campina;Pipeline konsumer;500
137;KC Cimahi;Combiphar;Pipeline konsumer;200
137;KC Cimahi;DISJASAD;Pipeline konsumer;160
137;KC Cimahi;Kantor KOMINFO BANDUNG;Pipeline konsumer;210
137;KC Cimahi;KANTOR PELAYANAN PAJAK PRATAMA CIMAHI;Pipeline konsumer;60
137;KC Cimahi;KANTOR PERTANAHAN KABUPATEN BANDUNG BARAT;Pipeline konsumer;44
137;KC Cimahi;KEJAKSAAN NEGERI CIMAHI;Pipeline konsumer;129
137;KC Cimahi;P3K PA Cimahi;Pipeline konsumer;26
137;KC Cimahi;PENGADILAN AGAMA KOTA CIMAHI;Pipeline konsumer;43
137;KC Cimahi;PENGADILAN AGAMA NGAMPRAH;Pipeline konsumer;31
137;KC Cimahi;PUSAT PEMBINAAN JABATAN FUNGSIONAL PERDAGANGAN;Pipeline konsumer;60
137;KC Cimahi;PUSDIK ARTILERI MEDAN PUSSENARMED;Pipeline konsumer;741
137;KC Cimahi;PUSDIK HUKUM DITKUMAD;Pipeline konsumer;139
137;KC Cimahi;PUSDIK JASMANI DISJASAD;Pipeline konsumer;141
137;KC Cimahi;PUSDIK KAVALERI PUSSENKAV;Pipeline konsumer;368
137;KC Cimahi;PUSDIK PEMBEKALAN ANGKUTAN PUSBEKANGAD;Pipeline konsumer;815
137;KC Cimahi;PUSDIK PENGMILUM KODIKLTAD;Pipeline konsumer;173
137;KC Cimahi;PUSDIK PERALATAN PUSPALAD;Pipeline konsumer;224
137;KC Cimahi;PUSDIK PERHUBUNGAN PUSHUBAD;Pipeline konsumer;968
137;KC Cimahi;PUSDIK POLISI MILITER PUSPOMAD;Pipeline konsumer;287
137;KC Cimahi;PUSDIKLATPASSUS KOPASSUS;Pipeline konsumer;788
137;KC Cimahi;PUSDIKTER PUSTERAD;Pipeline konsumer;153
137;KC Cimahi;PUSSENARHANUD;Pipeline konsumer;352
137;KC Cimahi;PUSSENARMED;Pipeline konsumer;246
137;KC Cimahi;RUMKIT TK.II DUSTIRA KESDAM III/SLW;Pipeline konsumer;412
137;KC Cimahi;San San Saudara;Pipeline konsumer;2.315
137;KC Cimahi;"SENTRA ""WYATA GUNA"" DI BANDUNG";Pipeline konsumer;76
137;KC Cimahi;Ultrajaya;Pipeline konsumer;500
137;KC Cimahi;BALAI PELATIHAN APARATUR METROLOGI DAN MUTU (Cimahi);Pipeline konsumer;88
137;KC Cimahi;BALAI PELATIHAN SUMBER DAYA MANUSIA METROLOGI, MUTU, DAN JASA PERDAGANGAN;Pipeline konsumer;90
406;KC Cirebon Gunung Jati;BALAI BESAR WILAYAH SUNGAI CIMANUK-CISANGGARUNG;Pipeline konsumer;413
406;KC Cirebon Gunung Jati;KANTOR KEMENTERIAN AGAMA KOTA CIREBON;Pipeline konsumer;315
406;KC Cirebon Gunung Jati;KANTOR PELAYANAN PAJAK PRATAMA CIREBON DUA;Pipeline konsumer;103
406;KC Cirebon Gunung Jati;KANTOR PELAYANAN PAJAK PRATAMA CIREBON SATU;Pipeline konsumer;90
406;KC Cirebon Gunung Jati;P3K PA KOTA CIREBON;Pipeline konsumer;11
406;KC Cirebon Gunung Jati;PENGADILAN AGAMA CIREBON;Pipeline konsumer;23
406;KC Cirebon Gunung Jati;Pt Chinli 1;Pipeline konsumer;500
406;KC Cirebon Gunung Jati;Pt Chinli 2;Pipeline konsumer;300
406;KC Cirebon Gunung Jati;PT JAMINAN KREDIT INDONESIA (JAMKRINDO)CIREBON;Pipeline konsumer;7
406;KC Cirebon Gunung Jati;PT JAPFA COOMFEED INDONESIAPABRIK PAKAN TERNAKCIREBON;Pipeline konsumer;197
406;KC Cirebon Gunung Jati;PT JAPFA COOMFEED INDONESIAPABRIK PENGOLAHAN HASIL IKAN DAN UDANGCIREBON;Pipeline konsumer;196
406;KC Cirebon Gunung Jati;PT KERETA API (PERSERO)DAOP III CIREBON;Pipeline konsumer;1.329
406;KC Cirebon Gunung Jati;PT Long Rich;Pipeline konsumer;500
406;KC Cirebon Gunung Jati;RSU UMC;Pipeline konsumer;209
406;KC Cirebon Gunung Jati;RUTAN KELAS I KOTA CIREBON;Pipeline konsumer;77
406;KC Cirebon Gunung Jati;UMC (UNIVERSITAS MUHAMMADIYAH CIREBON);Pipeline konsumer;130
406;KC Cirebon Gunung Jati;YAYASAN MAHARDIKA;Pipeline konsumer;219
406;KC Cirebon Gunung Jati;BADAN PUSAT STATISTIK KAB. CIREBON;Pipeline konsumer;49
406;KC Cirebon Gunung Jati;Kaminvetcad;Pipeline konsumer;12
406;KC Cirebon Gunung Jati;KANTOR KEMENTERIAN AGAMA KAB. CIREBON;Pipeline konsumer;1.229
406;KC Cirebon Gunung Jati;KEJAKSAAN SUMBER;Pipeline konsumer;77
406;KC Cirebon Gunung Jati;P3K PN Cirebon;Pipeline konsumer;22
406;KC Cirebon Gunung Jati;PENGADILAN AGAMA KAB CIREBON;Pipeline konsumer;60
406;KC Cirebon Gunung Jati;PENGADILAN AGAMA SUMBER;Pipeline konsumer;48
406;KC Cirebon Gunung Jati;PENGADILAN NEGERI SUMBER;Pipeline konsumer;47
107;KC Cirebon Kartini;BADAN NARKOTIKA NASIONAL KOTA CIREBON;Pipeline konsumer;17
107;KC Cirebon Kartini;BALAI PEMASYARAKATAN CIREBON;Pipeline konsumer;59
107;KC Cirebon Kartini;Bea Cukai;Pipeline konsumer;100
107;KC Cirebon Kartini;BPN Kota;Pipeline konsumer;60
107;KC Cirebon Kartini;INSTITUT AGAMA ISLAM NEGERI (IAIN) SYEKH NURJATI CIREBON;Pipeline konsumer;440
107;KC Cirebon Kartini;Kantor Direksi PT PG Rajawali II (PT Rajawali Nusantara Indonesia (RNI);Pipeline konsumer;100
107;KC Cirebon Kartini;KANTOR IMIGRASI KELAS I TPI CIREBON;Pipeline konsumer;108
107;KC Cirebon Kartini;KANTOR PELAYANAN KEKAYAAN NEGARA DAN LELANG CIREBON;Pipeline konsumer;30
107;KC Cirebon Kartini;KANTOR PENGAWASAN DAN PELAYANAN BC CIREBON;Pipeline konsumer;80
107;KC Cirebon Kartini;KANTOR UPBU CAKRABHUANA;Pipeline konsumer;74
107;KC Cirebon Kartini;KOREM-063/SGJ DAM III/SLW;Pipeline konsumer;3.492
107;KC Cirebon Kartini;KPU KABUPATEN CIREBON;Pipeline konsumer;10
107;KC Cirebon Kartini;KPU KOTA CIREBON;Pipeline konsumer;11
107;KC Cirebon Kartini;Lanal Cirebon Pangkalan TNI AL Cirebon;Pipeline konsumer;90
107;KC Cirebon Kartini;LEMBAGA PEMASYARAKATAN CIREBON;Pipeline konsumer;123
107;KC Cirebon Kartini;LEMBAGA PEMASYARAKATAN NARKOTIKA DI CIREBON;Pipeline konsumer;121
107;KC Cirebon Kartini;MAKOREM 063 SGJ CIREBON;Pipeline konsumer;266
107;KC Cirebon Kartini;Pelindo;Pipeline konsumer;22
107;KC Cirebon Kartini;PENGADILAN NEGERI CIREBON;Pipeline konsumer;44
107;KC Cirebon Kartini;PT ASKRINDOKANTOR CABANG CIREBON;Pipeline konsumer;12
107;KC Cirebon Kartini;PT JASA MARGAPALIKANCI;Pipeline konsumer;172
107;KC Cirebon Kartini;PT PERTAMINA HULU ENERGIPERTAMINA EP ASSET 3;Pipeline konsumer;216
107;KC Cirebon Kartini;PT PERUSAHAAN GAS NEGARASALES HEAD AREA CIREBON;Pipeline konsumer;135
107;KC Cirebon Kartini;PT. Japfa Comfeed Indonesia, Tbk - Criebon ( A Yani) Pabrik Pakan terrnak;Pipeline konsumer;400
107;KC Cirebon Kartini;PT. Japfa Comfeed Indonesia, Tbk - Criebon (Buyut) Pabrik Pakan terrnak;Pipeline konsumer;300
107;KC Cirebon Kartini;PT. Pelni (Persero) - Cabang Cirebon;Pipeline konsumer;75
107;KC Cirebon Kartini;RS Pertamina;Pipeline konsumer;300
107;KC Cirebon Kartini;RUMAH PENYIMPANAN BENDA SITAAN NEGARA CIREBON;Pipeline konsumer;26
107;KC Cirebon Kartini;STASIUN KARANTINA IKAN, PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN  CIREBON;Pipeline konsumer;37
107;KC Cirebon Kartini;Enseval Putera Megatrading;Pipeline konsumer;110
107;KC Cirebon Kartini;PT PSP;Pipeline konsumer;50
107;KC Cirebon Kartini;PT SURABRAJA;Pipeline konsumer;729
107;KC Cirebon Kartini;RUMKIT TK.III CIREMAI KESDAM III/SLW;Pipeline konsumer;155
25;KC Garut;BADAN NARKOTIKA NASIONAL KABUPATEN GARUT;Pipeline konsumer;44
25;KC Garut;BALAI PEMASYARAKATAN GARUT;Pipeline konsumer;31
25;KC Garut;HOGA REKSA GARMENT;Pipeline konsumer;950
25;KC Garut;KANTOR KEMENTERIAN AGAMA KAB. GARUT;Pipeline konsumer;1.002
25;KC Garut;KANTOR PELAYANAN PAJAK PRATAMA GARUT;Pipeline konsumer;45
25;KC Garut;KOREM-062 DAM III/SLW;Pipeline konsumer;3.770
25;KC Garut;KPU KABUPATEN G A R U T;Pipeline konsumer;14
25;KC Garut;LAPAS GARUT;Pipeline konsumer;77
25;KC Garut;P3K PA GARUT;Pipeline konsumer;24
25;KC Garut;P3K PN GARUT;Pipeline konsumer;21
25;KC Garut;PENGADILAN AGAMA GARUT;Pipeline konsumer;41
25;KC Garut;PENGADILAN NEGERI GARUT;Pipeline konsumer;43
25;KC Garut;PLN NUSANTARA POWERKAMOJANG POMU;Pipeline konsumer;222
25;KC Garut;PT JAPFA COOMFEED INDONESIAHATCHERY PBD-JAPFAHTC. SUCINARAJA;Pipeline konsumer;198
25;KC Garut;PT PERTAMINA POWER INDONESIAAREA KAMOJANG;Pipeline konsumer;62
25;KC Garut;PT PLN INDONESIA POWERKAMOJANG POMU;Pipeline konsumer;284
25;KC Garut;RUMKIT TK.IV GUNTUR KESDAM III/SLW;Pipeline konsumer;63
25;KC Garut;RUTAN Kelas II B Garut;Pipeline konsumer;55
28;KC Indramayu;BADAN PUSAT STATISTIK KAB. INDRAMAYU;Pipeline konsumer;31
28;KC Indramayu;KANTOR KEMENTERIAN AGAMA KAB. INDRAMAYU;Pipeline konsumer;804
28;KC Indramayu;KANTOR PELAYANAN PAJAK PRATAMA INDRAMAYU;Pipeline konsumer;80
28;KC Indramayu;KEJAKSAAN NEGERI INDRAMAYU;Pipeline konsumer;61
28;KC Indramayu;KPU KABUPATEN INDRAMAYU;Pipeline konsumer;13
28;KC Indramayu;LAPAS KELAS II B INDRAMAYU;Pipeline konsumer;85
28;KC Indramayu;P3K PA INDRAMAYU;Pipeline konsumer;15
28;KC Indramayu;P3K PN INDRMAYU;Pipeline konsumer;17
28;KC Indramayu;PENGADILAN AGAMA INDRAMAYU;Pipeline konsumer;46
28;KC Indramayu;PENGADILAN NEGERI INDRAMAYU;Pipeline konsumer;47
28;KC Indramayu;PG. Rajawali II;Pipeline konsumer;95
28;KC Indramayu;POLITEKNIK NEGERI INDRAMAYU;Pipeline konsumer;89
28;KC Indramayu;PT KILANG PERTAMINA INTERNATIONALREFINERY UNIT VI BALONGAN;Pipeline konsumer;714
28;KC Indramayu;PT PERTAMINA HULU ENERGIPERTAMINA EP ASSET 3 JATIBARANG FIELD;Pipeline konsumer;184
28;KC Indramayu;RUMAH PENYIMPANAN BENDA SITAAN NEGARA INDRAMAYU;Pipeline konsumer;21
28;KC Indramayu;Mesrania Balongan;Pipeline Top 100;80
165;KC Jatibarang;PT. Berkah Broiler;Pipeline Top 100;50
165;KC Jatibarang;PT. Roidah Hanif Furniture;Pipeline Top 100;50
133;KC Kuningan;BADAN NARKOTIKA NASIONAL KABUPATEN KUNINGAN;Pipeline konsumer;41
133;KC Kuningan;BADAN PUSAT STATISTIK KAB. KUNINGAN;Pipeline konsumer;29
133;KC Kuningan;KANTOR KEMENTERIAN AGAMA KAB. KUNINGAN;Pipeline konsumer;747
133;KC Kuningan;KANTOR PELAYANAN PAJAK PRATAMA KUNINGAN;Pipeline konsumer;45
133;KC Kuningan;KEJAKSAAN NEGERI KUNINGAN;Pipeline konsumer;69
133;KC Kuningan;Lapas kuningan;Pipeline konsumer;73
133;KC Kuningan;P3K PA KUNINGAN;Pipeline konsumer;15
133;KC Kuningan;P3K PN KUNINGAN;Pipeline konsumer;10
133;KC Kuningan;PENGADILAN AGAMA KUNINGAN;Pipeline konsumer;28
133;KC Kuningan;RS Elsyifa;Pipeline konsumer;100
133;KC Kuningan;RS Kuningan Medical Center;Pipeline konsumer;200
133;KC Kuningan;Univ Kuningan;Pipeline konsumer;350
133;KC Kuningan;Univ Muhammadiyah;Pipeline konsumer;120
133;KC Kuningan;KSU Karya Nugraha;Pipeline Top 100;100
132;KC Majalaya;BALAI TEKNIK SAINS BANGUNAN;Pipeline konsumer;56
132;KC Majalaya;BALAI TEKNIK TATA BANGUNAN GEDUNG DAN PENYEHATAN LINGKUNGAN;Pipeline konsumer;36
132;KC Majalaya;Indonesian Power Kamojang;Pipeline konsumer;200
132;KC Majalaya;Jiale;Pipeline konsumer;500
132;KC Majalaya;PT Sipatex;Pipeline konsumer;500
132;KC Majalaya;PT. Charoen Pokhpand Indonesia;Pipeline konsumer;500
132;KC Majalaya;RS Muhamadiyah Bandung Selatan;Pipeline konsumer;100
132;KC Majalaya;RSUD Ebah (BLUD);Pipeline konsumer;200
132;KC Majalaya;PH Koveksi;Pipeline Top 100;50
132;KC Majalaya;Yayasan Barakatul Huda;Pipeline Top 100;50
132;KC Majalaya;RS Juansih;Pipeline Top 100;500
132;KC Majalaya;PT UD Majalengka;Pipeline Top 100;150
46;KC Majalengka;BALAI PENYULUHAN DAN PELATIHAN KEHUTANAN KADIPATEN;Pipeline konsumer;53
46;KC Majalengka;KANTOR KEMENTERIAN AGAMA KAB. MAJALENGKA;Pipeline konsumer;947
46;KC Majalengka;KANTOR PERTANAHAN KAB. MAJALENGKA;Pipeline konsumer;27
46;KC Majalengka;KEJAKSAAN MAJALENGKA;Pipeline konsumer;77
46;KC Majalengka;KPU KABUPATEN MAJALENGKA;Pipeline konsumer;13
46;KC Majalengka;Lapas Majalengka;Pipeline konsumer;73
46;KC Majalengka;P3K PA MAJALENGKA;Pipeline konsumer;21
46;KC Majalengka;P3K PN MAJALENGKA;Pipeline konsumer;25
46;KC Majalengka;PENGADILAN AGAMA MAJALENGKA;Pipeline konsumer;34
46;KC Majalengka;PENGADILAN NEGERI MAJALENGKA;Pipeline konsumer;28
46;KC Majalengka;PT Leetex Garment Indonesia;Pipeline konsumer;500
46;KC Majalengka;SEKOLAH MENENGAH KEJURUAN KEHUTANAN NEGERI KADIPATEN;Pipeline konsumer;39
75;KC Purwakarta;BADAN PUSAT STATISTIK KAB. PURWAKARTA;Pipeline konsumer;24
75;KC Purwakarta;BALAI RISET PEMULIHAN SUMBER DAYA IKAN;Pipeline konsumer;14
75;KC Purwakarta;KEJAKSAAN PURWAKARTA;Pipeline konsumer;71
75;KC Purwakarta;KPU  KABUPATEN PURWAKARTA;Pipeline konsumer;10
75;KC Purwakarta;LAPAS PURWAKARTA;Pipeline konsumer;66
75;KC Purwakarta;MENARMED 1/STHIRA YUDHA;Pipeline konsumer;1.289
75;KC Purwakarta;P3K PA PURWAKARTA;Pipeline konsumer;15
75;KC Purwakarta;P3K PN PURWAKARTA;Pipeline konsumer;11
75;KC Purwakarta;PENGADILAN AGAMA PURWAKARTA;Pipeline konsumer;38
75;KC Purwakarta;PENGADILAN NEGERI PURWAKARTA;Pipeline konsumer;51
75;KC Purwakarta;PT JAMINAN KREDIT INDONESIA (JAMKRINDO)PURWAKARTA;Pipeline konsumer;10
75;KC Purwakarta;PT JAPFA COOMFEED INDONESIA BOJONG (PABRIK)PABRIK PAKAN TERNAKPURWAKARTA;Pipeline konsumer;51
75;KC Purwakarta;PT JAPFA COOMFEED INDONESIA CAMPAKA (PABRIK)HATCHERY PBD-JAPFAHTC. WANAYASA;Pipeline konsumer;55
75;KC Purwakarta;PT JAPFA COOMFEED INDONESIA CIBATUFARM PBD-JAPFABOJONG;Pipeline konsumer;35
75;KC Purwakarta;PT JAPFA COOMFEED INDONESIA PABRIKFARM PBD-JAPFAGP KIARA PEDES;Pipeline konsumer;40
75;KC Purwakarta;PT JAPFA COOMFEED INDONESIA PABRIKRUMAH POTONG AYAMSADANG, PURWAKARTA;Pipeline konsumer;30
75;KC Purwakarta;PT JAPFA COOMFEED INDONESIA PLERED (PABRIK)PABRIK PAKAN IKAN DAN PAKAN UDANGPURWAKARTA;Pipeline konsumer;45
75;KC Purwakarta;PT JAPFA COOMFEED INDONESIA PURWAKARTA PUSAT JLN VETERANFARM PBD-JAPFADARANGDAN;Pipeline konsumer;86
75;KC Purwakarta;RESIMEN IV PASUKAN PELOPOR KOBRIMOB;Pipeline konsumer;1.339
75;KC Purwakarta;PT MEI;Pipeline Top 100;100
161;KC Singaparna;KPU KABUPATEN TASIKMALAYA (SEKRETARIAT);Pipeline konsumer;12
161;KC Singaparna;PT Metro Indah Megah Abadi;Pipeline konsumer;60
161;KC Singaparna;CV Ramzy Putra;Pipeline Top 100;37
161;KC Singaparna;PT. Lungnajaya Sejahtera Prima;Pipeline Top 100;200
161;KC Singaparna;Sahara Mughni;Pipeline Top 100;50
161;KC Singaparna;Yayasan Mathlabul Hidayah;Pipeline Top 100;10
544;KC Soreang;BADAN PUSAT STATISTIK KAB. BANDUNG;Pipeline konsumer;39
544;KC Soreang;Cheetos;Pipeline konsumer;200
544;KC Soreang;Gistech;Pipeline konsumer;225
544;KC Soreang;KANTOR PELAYANAN PAJAK PRATAMA SOREANG;Pipeline konsumer;55
544;KC Soreang;KANTOR PERTANAHAN KAB BANDUNG;Pipeline konsumer;62
544;KC Soreang;PENGADILAN AGAMA SOREANG;Pipeline konsumer;49
544;KC Soreang;Pengadilan Agama Soreang (P3K);Pipeline konsumer;11
544;KC Soreang;PLN Icon Plus regional jawa barat;Pipeline konsumer;250
544;KC Soreang;PT Feng Tay Indonesia;Pipeline konsumer;995
544;KC Soreang;PT LEN;Pipeline konsumer;500
544;KC Soreang;PT MITRA RAJAWALI BANJARAN;Pipeline konsumer;69
544;KC Soreang;PT Plangi Jaya Indonesia;Pipeline konsumer;340
544;KC Soreang;RS Hermina;Pipeline konsumer;200
544;KC Soreang;SEKRETARIAT BAWASLU KABUPATEN BANDUNG;Pipeline konsumer;6
544;KC Soreang;Telkomsel;Pipeline konsumer;10
123;KC Subang;BADAN PUSAT STATISTIK KAB. SUBANG;Pipeline konsumer;27
123;KC Subang;BALAI BESAR PENGUJIAN STANDAR INSTRUMEN PADI;Pipeline konsumer;104
123;KC Subang;BALAI PEMASYARAKATAN;Pipeline konsumer;32
123;KC Subang;BALAI PENDIDIKAN DAN PELATIHAN APARATUR SUKAMANDI;Pipeline konsumer;35
123;KC Subang;BALAI VETERINER SUBANG;Pipeline konsumer;47
123;KC Subang;KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN PATIMBAN;Pipeline konsumer;43
123;KC Subang;KANTOR PELAYANAN PAJAK PRATAMA SUBANG;Pipeline konsumer;74
123;KC Subang;KANTOR PERTANAHAN KAB. SUBANG;Pipeline konsumer;31
123;KC Subang;KEJAKSAAN SUBANG;Pipeline konsumer;69
123;KC Subang;KPU  KABUPATEN SUBANG;Pipeline konsumer;11
123;KC Subang;P3K PA SUBANG;Pipeline konsumer;15
123;KC Subang;P3K PN SUBANG;Pipeline konsumer;17
123;KC Subang;PENGADILAN AGAMA SUBANG;Pipeline konsumer;35
